business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,inspection_id,inspection_date,inspection_result,inspection_type,violation_id,violation_description,violation_critical
1428,LAKEWOOD COUNTRY CLUB,13901 GLEN MILL RD.,ROCKVILLE,MD,20850,39.083,-77.1944,"(39.083, -77.1944)",1428_2016-04-26,04/26/2016 12:00:00 AM,PASS,routine,,,
19125,JIREH RESTAURANT,706 UNIVERSITY BLVD. E.,SILVER SPRING,MD,20903,38.9991,-76.9946,"(38.9991, -76.9946)",19125_2015-06-02,06/02/2015 12:00:00 AM,PASS,routine,19125_2015-06-02_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
20167,7-ELEVEN #39156,8472 PINEY BRANCH RD,SILVER SPRING,MD,20901,38.9983,-77.0045,"(38.9983, -77.0045)",20167_2016-02-09,02/09/2016 12:00:00 AM,PASS,routine,20167_2016-02-09_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
29383,CHIPOTLE MEXICAN GRILL #2781,20940-A NORTH FREDERICK AVE,GERMANTOWN,MD,20876,39.2034,-77.2484,"(39.2034, -77.2484)",29383_2016-06-27,06/27/2016 12:00:00 AM,PASS,initial,,,
1124,GUDE DRIVE EXXON,1215 E. GUDE DR.,ROCKVILLE,MD,20850,39.0976,-77.1372,"(39.0976, -77.1372)",1124_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,,,
19202,LA CHIQUITA CARRY OUT,940 EAST WEST HWY,TAKOMA PARK,MD,20912,38.9757,-76.9927,"(38.9757, -76.9927)",19202_2016-09-16,09/16/2016 12:00:00 AM,PASS,routine,19202_2016-09-16_RodentandInsects,Standard not met: Rodent and Insects,false
2286,SAMEN ENTERPRISE /SLIGO ADVENTIST SCHOOL,8300 CARROLL AVE.,TAKOMA PARK,MD,20912,38.9928,-76.9939,"(38.9928, -76.9939)",2286_2016-04-26,04/26/2016 12:00:00 AM,PASS,routine,2286_2016-04-26_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
17955,SILVER SPOON RESTAURANT,18530 WOODFIELD RD.,GAITHERSBURG,MD,20879,39.1608,-77.1591,"(39.1608, -77.1591)",17955_2015-04-16,04/16/2015 12:00:00 AM,PASS,routine,17955_2015-04-16_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
19012,TOMATILLO MEXICAN GRILL,2232 VEIRS MILL RD,ROCKVILLE,MD,20851,39.0753,-77.1141,"(39.0753, -77.1141)",19012_2016-04-26,04/26/2016 12:00:00 AM,PASS,routine,,,
29152,VOCELLI PIZZA,730 CLOVERLY ST,SILVER SPRING,MD,20905,39.1096,-76.9956,"(39.1096, -76.9956)",29152_2017-01-18,01/18/2017 12:00:00 AM,PASS,routine,29152_2017-01-18_RodentandInsects,Standard not met: Rodent and Insects,false
29272,TOFU VILLAGE,12945 WISTERIA DR,GERMANTOWN,MD,20874,39.1783,-77.2699,"(39.1783, -77.2699)",29272_2016-02-22,02/22/2016 12:00:00 AM,PASS,initial,,,
19016,RAINBOW FELLOWSHIP ADULT DAY CARE,18901 WARING STATION RD,GERMANTOWN,MD,20874,39.1671,-77.2449,"(39.1671, -77.2449)",19016_2015-04-02,04/02/2015 12:00:00 AM,PASS,followup,,,
2425,SUSHI CHALET,323 MUDDY BRANCH RD.,GAITHERSBURG,MD,20878,39.1275,-77.2089,"(39.1275, -77.2089)",2425_2016-09-15,09/15/2016 12:00:00 AM,PASS,routine,2425_2016-09-15_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
29220,JASON'S SUB SHOP,916 EAST WEST HWY,TAKOMA PARK,MD,20912,38.9756,-76.9932,"(38.9756, -76.9932)",29220_2016-09-16,09/16/2016 12:00:00 AM,FAIL,routine,29220_2016-09-16_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
19016,RAINBOW FELLOWSHIP ADULT DAY CARE,18901 WARING STATION RD,GERMANTOWN,MD,20874,39.1671,-77.2449,"(39.1671, -77.2449)",19016_2016-08-04,08/04/2016 12:00:00 AM,PASS,complaint,19016_2016-08-04_FoodProtectedfromContamination(C),Standard not met: Food Protected from Contamination (C),true
19408,GHAR-E-KABOB INDIAN CUISINE,944 WAYNE AVE.,SILVER SPRING,MD,20910,38.9943,-77.0256,"(38.9943, -77.0256)",19408_2016-11-21,11/21/2016 12:00:00 AM,PASS,routine,,,
18839,THAI TANIUM RESTAURANT,657 CENTER POINT WAY,GAITHERSBURG,MD,20878,39.1217,-77.2348,"(39.1217, -77.2348)",18839_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,,,
514,CHICKEN BASKET,5058-B NICHOLSON LN.,ROCKVILLE,MD,20852,39.0457,-77.1039,"(39.0457, -77.1039)",514_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,514_2017-01-20_RodentandInsects,Standard not met: Rodent and Insects,false
1415,LA MADELEINE FRENCH BAKERY & CAFE,7607 OLD GEORGETOWN RD.,BETHESDA,MD,20814,38.9859,-77.0957,"(38.9859, -77.0957)",1415_2016-09-12,09/12/2016 12:00:00 AM,PASS,complaint,1415_2016-09-12_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
1858,PAPA JOHN'S PIZZA #0668,11522 MIDDLEBROOK RD.,GERMANTOWN,MD,20876,39.1794,-77.2391,"(39.1794, -77.2391)",1858_2017-01-22,01/22/2017 12:00:00 AM,PASS,routine,,,
27885,ISMETS MARKET,460 N FREDERICK AVE #28B,GAITHERSBURG,MD,20877,39.1484,-77.2069,"(39.1484, -77.2069)",27885_2016-01-12,01/12/2016 12:00:00 AM,PASS,routine,,,
24104,"PALISADES SWIMMING POOL ASSN, INC",6918 SEVEN LOCKS RD,CABIN JOHN,MD,20818,38.9792,-77.1609,"(38.9792, -77.1609)",24104_2015-05-19,05/19/2015 12:00:00 AM,PASS,initial,,,
30114,GRILL KABOB,11160 VEIRS MILL RD,SILVER SPRING,MD,20902,39.037,-77.0539,"(39.037, -77.0539)",30114_2016-12-21,12/21/2016 12:00:00 AM,PASS,initial,,,
28825,LANDOW HOUSE,1799 E. JEFFERSON ST,ROCKVILLE,MD,20852,39.0563,-77.1279,"(39.0563, -77.1279)",28825_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,28825_2017-01-20_ReheatingTimeandTemperature(C),Standard not met: Reheating Time and Temperature (C),true
19386,FLOWER HILL LIBERTY,18267 FLOWER HILL WAY,GAITHERSBURG,MD,20879,39.1568,-77.1635,"(39.1568, -77.1635)",19386_2015-06-25,06/25/2015 12:00:00 AM,PASS,routine,,,
28851,MCDONALD'S #31300,11160 VEIRS MILL RD,SILVER SPRING,MD,20902,39.037,-77.0539,"(39.037, -77.0539)",28851_2015-03-18,03/18/2015 12:00:00 AM,PASS,routine,,,
19027,HOLIDAY INN - GAITHERSBURG,2 MONTGOMERY VILLAGE AVE,GAITHERSBURG,MD,20879,39.1538,-77.2118,"(39.1538, -77.2118)",19027_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,19027_2017-01-20_TransFatBan,Standard not met: Trans Fat Ban,false
1206,HUGHES NETWORK SYSTEMS,11717 EXPLORATION LN.,GERMANTOWN,MD,20876,39.1793,-77.2446,"(39.1793, -77.2446)",1206_2016-09-16,09/16/2016 12:00:00 AM,PASS,routine,1206_2016-09-16_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
28311,CHIPOTLE MEXICAN GRILL #2388,7101 DEMOCRACY BLVD,BETHESDA,MD,20814,39.0221,-77.1471,"(39.0221, -77.1471)",28311_2015-09-03,09/03/2015 12:00:00 AM,PASS,routine,28311_2015-09-03_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
27838,HARRIS TEETER #384,323 COPLEY PLACE,GAITHERSBURG,MD,20878,39.1149,-77.2077,"(39.1149, -77.2077)",27838_2016-01-05,01/05/2016 12:00:00 AM,PASS,followup,,,
26789,UNION JACKS,9811 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,39.1158,-77.1976,"(39.1158, -77.1976)",26789_2016-11-21,11/21/2016 12:00:00 AM,PASS,routine,26789_2016-11-21_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
1875,PARKWAY EATERY,2161 INDUSTRIAL PKWY.,SILVER SPRING,MD,20904,39.0526,-76.9677,"(39.0526, -76.9677)",1875_2015-07-23,07/23/2015 12:00:00 AM,PASS,routine,,,
273,BEVERLY FARMS ELEMENTARY,8501 POSTOAK RD.,POTOMAC,MD,20854,39.0521,-77.1763,"(39.0521, -77.1763)",273_2016-04-27,04/27/2016 12:00:00 AM,PASS,routine,,,
26739,JENNY'S EXPRESS,2571 ENNALLS AVE,SILVER SPRING,MD,20902,39.0398,-77.0544,"(39.0398, -77.0544)",26739_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,,,
2768,LEDO PIZZA - DARNESTOWN RD,10058 DARNESTOWN RD.,ROCKVILLE,MD,20850,39.0966,-77.2046,"(39.0966, -77.2046)",2768_2016-04-26,04/26/2016 12:00:00 AM,PASS,routine,,,
2633,WENDY'S #109,14012 CONNECTICUT AVE.,SILVER SPRING,MD,20906,39.0847,-77.0767,"(39.0847, -77.0767)",2633_2015-11-10,11/10/2015 12:00:00 AM,PASS,routine,2633_2015-11-10_ProperHandWashing(C),Standard not met: Proper Hand Washing (C),true
27874,ASIA NINE,254 CROWN PARK AVE,GAITHERSBURG,MD,20878,39.1141,-77.2045,"(39.1141, -77.2045)",27874_2016-03-17,03/17/2016 12:00:00 AM,PASS,routine,,,
20998,HOME DEPOT #2509,7111 WESTLAKE TERRACE,BETHESDA,MD,20817,39.0273,-77.1448,"(39.0273, -77.1448)",20998_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,,,
2370,STEDWICK ELEMENTARY,10631 STEDWICK RD.,GAITHERSBURG,MD,20886,39.1742,-77.211,"(39.1742, -77.211)",2370_2016-09-16,09/16/2016 12:00:00 AM,PASS,,,,
27522,LA MADELEINE,242 CROWN PARK AVE,GAITHERSBURG,MD,20878,39.1143,-77.2046,"(39.1143, -77.2046)",27522_2015-10-23,10/23/2015 12:00:00 AM,PASS,routine,,,
17075,PAPA JOHN'S PIZZA #2809,3227 SPARTAN RD.,OLNEY,MD,20832,39.1505,-77.0631,"(39.1505, -77.0631)",17075_2015-10-05,10/05/2015 12:00:00 AM,PASS,routine,17075_2015-10-05_RodentandInsects,Standard not met: Rodent and Insects,false
21247,7501 CAFE C/O SODEXO,7501 WISCONSIN AVE STE 100E,BETHESDA,MD,20814,38.9851,-77.093,"(38.9851, -77.093)",21247_2015-12-03,12/03/2015 12:00:00 AM,PASS,routine,,,
19054,WEST DELI,30 W. GUDE DR.,ROCKVILLE,MD,20850,39.1056,-77.1596,"(39.1056, -77.1596)",19054_2015-12-17,12/17/2015 12:00:00 AM,PASS,routine,,,
2417,SUNSHINE GENERAL STORE,22300 GEORGIA AVE.,BROOKEVILLE,MD,20833,39.2221,-77.06,"(39.2221, -77.06)",2417_2015-06-29,06/29/2015 12:00:00 AM,PASS,routine,2417_2015-06-29_RodentandInsects,Standard not met: Rodent and Insects,false
11249,CASEY HOUSE,6001 MUNCASTER MILL RD.,ROCKVILLE,MD,20853,39.1334,-77.1213,"(39.1334, -77.1213)",11249_2015-03-13,03/13/2015 12:00:00 AM,PASS,routine,,,
553,CHINATOWN RESTAURANT,1163 UNIVERSITY BLVD. E.,TAKOMA PARK,MD,20903,38.9888,-76.9895,"(38.9888, -76.9895)",553_2016-04-25,04/25/2016 12:00:00 AM,PASS,routine,,,
17483,HUNAN DELIGHT,18220 VILLAGE CENTER DR.,OLNEY,MD,20832,39.1538,-77.0646,"(39.1538, -77.0646)",17483_2015-03-27,03/27/2015 12:00:00 AM,PASS,routine,17483_2015-03-27_FoodProtectedfromContamination(C),Standard not met: Food Protected from Contamination (C),true
24389,EL POLLO RICO,211G N. FREDERICK AVE,GAITHERSBURG,MD,20877,39.1446,-77.2015,"(39.1446, -77.2015)",24389_2015-03-25,03/25/2015 12:00:00 AM,PASS,routine,24389_2015-03-25_TransFatBan,Standard not met: Trans Fat Ban,false
26771,MIELE BAKERY,9613-C MEDICAL CENTER DR,ROCKVILLE,MD,20850,39.1022,-77.1967,"(39.1022, -77.1967)",26771_2016-09-14,09/14/2016 12:00:00 AM,PASS,routine,26771_2016-09-14_RodentandInsects,Standard not met: Rodent and Insects,false
18199,7-ELEVEN #27669,19786 CRYSTAL ROCK DR.,GERMANTOWN,MD,20874,39.1801,-77.2622,"(39.1801, -77.2622)",18199_2015-06-25,06/25/2015 12:00:00 AM,PASS,routine,,,
28389,TED'S BULLETIN,220 ELLINGTON BLVD,GAITHERSBURG,MD,20878,39.1143,-77.2054,"(39.1143, -77.2054)",28389_2016-03-30,03/30/2016 12:00:00 AM,PASS,routine,28389_2016-03-30_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
18927,SLIGO GOLF COURSE SNACK BAR,9701 SLIGO CREEK PKWY.,SILVER SPRING,MD,20901,39.0141,-77.0303,"(39.0141, -77.0303)",18927_2016-04-26,04/26/2016 12:00:00 AM,PASS,routine,,,
29116,BARKING MAD CAFE,239 SPECTRUM AVE,GAITHERSBURG,MD,20879,39.16,-77.2222,"(39.16, -77.2222)",29116_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,29116_2017-01-20_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
23526,RUBY THAI KITCHEN,11160 VEIRS MILL RD.,WHEATON,MD,20902,39.037,-77.0539,"(39.037, -77.0539)",23526_2016-02-26,02/26/2016 12:00:00 AM,PASS,routine,23526_2016-02-26_RodentandInsects,Standard not met: Rodent and Insects,false
22313,POLLO-MEX,13436 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,39.0768,-77.0026,"(39.0768, -77.0026)",22313_2015-10-20,10/20/2015 12:00:00 AM,PASS,routine,,,
28311,CHIPOTLE MEXICAN GRILL #2388,7101 DEMOCRACY BLVD,BETHESDA,MD,20814,39.0221,-77.1471,"(39.0221, -77.1471)",28311_2016-09-09,09/09/2016 12:00:00 AM,PASS,routine,28311_2016-09-09_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
27946,RED ROOSTER,10005 DAMASCUS BLVD,DAMASCUS,MD,20872,39.2878,-77.2063,"(39.2878, -77.2063)",27946_2017-01-19,01/19/2017 12:00:00 AM,PASS,routine,27946_2017-01-19_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
1035,GERMAN SCHOOL,8617 CHATEAU DR.,POTOMAC,MD,20854,39.011,-77.1778,"(39.011, -77.1778)",1035_2016-04-22,04/22/2016 12:00:00 AM,PASS,routine,,,
20679,GOOD FORTUNE CAFE,237 A KENTLANDS BLVD.,GAITHERSBURG,MD,20878,39.1252,-77.2392,"(39.1252, -77.2392)",20679_2016-11-21,11/21/2016 12:00:00 AM,PASS,complaint,,,
1916,4 U,8120 PINEY BRANCH RD.,SILVER SPRING,MD,20910,38.9927,-77.0099,"(38.9927, -77.0099)",1916_2015-09-02,09/02/2015 12:00:00 AM,PASS,routine,,,
1453,LEDO PIZZA - OLNEY,3472 OLNEY-LAYTONSVILLE RD.,OLNEY,MD,20832,39.1532,-77.0687,"(39.1532, -77.0687)",1453_2015-04-16,04/16/2015 12:00:00 AM,PASS,routine,1453_2015-04-16_RodentandInsects,Standard not met: Rodent and Insects,false
28021,PHO D'LITE,2159 INDUSTRIAL PKWY,SILVER SPRING,MD,20904,39.0527,-76.9679,"(39.0527, -76.9679)",28021_2015-09-24,09/24/2015 12:00:00 AM,PASS,routine,28021_2015-09-24_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
17812,TAIPEI TOKYO,14921-D SHADY GROVE RD.,ROCKVILLE,MD,20850,39.0967,-77.1932,"(39.0967, -77.1932)",17812_2016-09-14,09/14/2016 12:00:00 AM,PASS,routine,17812_2016-09-14_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
28184,ROTI MEDITERRANEAN GRILL,11586 OLD GEORGETOWN RD,ROCKVILLE,MD,20852,39.049,-77.1178,"(39.049, -77.1178)",28184_2016-06-27,06/27/2016 12:00:00 AM,PASS,routine,,,
26771,MIELE BAKERY,9613-C MEDICAL CENTER DR,ROCKVILLE,MD,20850,39.1022,-77.1967,"(39.1022, -77.1967)",26771_2016-09-14,09/14/2016 12:00:00 AM,PASS,routine,26771_2016-09-14_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
27378,TRAPEZARIA MEDITERRANEAN KUZINA,11 N. WASHINGTON ST,ROCKVILLE,MD,20850,39.0847,-77.1525,"(39.0847, -77.1525)",27378_2015-03-21,03/21/2015 12:00:00 AM,PASS,routine,,,
20672,NEW KAM FONG RESTAURANT,2400 W. UNIVERSITY BLVD.,SILVER SPRING,MD,209024510,39.0414,-77.0505,"(39.0414, -77.0505)",20672_2016-11-22,11/22/2016 12:00:00 AM,FAIL,routine,20672_2016-11-22_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
30114,GRILL KABOB,11160 VEIRS MILL RD,SILVER SPRING,MD,20902,39.037,-77.0539,"(39.037, -77.0539)",30114_2017-01-12,01/12/2017 12:00:00 AM,PASS,initial,,,
17133,BURGER KING,9936 MAIN ST.,DAMASCUS,MD,20872,39.288,-77.2058,"(39.288, -77.2058)",17133_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,,,
1035,GERMAN SCHOOL,8617 CHATEAU DR.,POTOMAC,MD,20854,39.011,-77.1778,"(39.011, -77.1778)",1035_2015-04-27,04/27/2015 12:00:00 AM,PASS,routine,,,
27701,SUNSPOT CAFE,10411 MOTOR CITY DR,BETHESDA,MD,20817,39.0279,-77.1427,"(39.0279, -77.1427)",27701_2017-01-19,01/19/2017 12:00:00 AM,PASS,routine,,,
19408,GHAR-E-KABOB INDIAN CUISINE,944 WAYNE AVE.,SILVER SPRING,MD,20910,38.9943,-77.0256,"(38.9943, -77.0256)",19408_2015-03-10,03/10/2015 12:00:00 AM,PASS,routine,19408_2015-03-10_CoolingTimeandTemperature(C),Standard not met: Cooling Time and Temperature (C),true
20684,MANNA FOOD CENTER,9311 GAITHER RD.,GAITHERSBURG,MD,20877,39.1185,-77.1918,"(39.1185, -77.1918)",20684_2016-02-09,02/09/2016 12:00:00 AM,PASS,routine,,,
273,BEVERLY FARMS ELEMENTARY,8501 POSTOAK RD.,POTOMAC,MD,20854,39.0521,-77.1763,"(39.0521, -77.1763)",273_2015-10-08,10/08/2015 12:00:00 AM,PASS,routine,,,
2615,WASHINGTON-ROCKVILLE ELKS #15,5 TAFT CT,ROCKVILLE,MD,20850,39.0958,-77.1304,"(39.0958, -77.1304)",2615_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,,,
17801,KELLY'S CAJUN GRILL,701 RUSSELL AVE.,GAITHERSBURG,MD,20877,39.1534,-77.204,"(39.1534, -77.204)",17801_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,17801_2017-01-20_CoolingTimeandTemperature(C),Standard not met: Cooling Time and Temperature (C),true
27522,LA MADELEINE,242 CROWN PARK AVE,GAITHERSBURG,MD,20878,39.1143,-77.2046,"(39.1143, -77.2046)",27522_2015-03-25,03/25/2015 12:00:00 AM,PASS,routine,,,
27983,YOGIBERRY,230 CROWN PARK AVE,GAITHERSBURG,MD,20878,39.1144,-77.2048,"(39.1144, -77.2048)",27983_2015-11-19,11/19/2015 12:00:00 AM,PASS,routine,27983_2015-11-19_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
28028,&PIZZA,258 CROWN PARK AVE,GAITHERSBURG,MD,20878,39.114,-77.2044,"(39.114, -77.2044)",28028_2015-09-14,09/14/2015 12:00:00 AM,PASS,routine,28028_2015-09-14_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
28830,RETRO FITNESS,5238 NICHOLSON LANE,KENSINGTON,MD,20895,39.0433,-77.1064,"(39.0433, -77.1064)",28830_2016-06-30,06/30/2016 12:00:00 AM,PASS,routine,,,
11421,AMERICAN LEGION  #171,10201 LEWIS DR.,DAMASCUS,MD,20872,39.2922,-77.2125,"(39.2922, -77.2125)",11421_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,,,
24268,HILLANDALE SHELL,10201 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0231,-76.9776,"(39.0231, -76.9776)",24268_2015-08-11,08/11/2015 12:00:00 AM,PASS,routine,,,
28348,BLENDED,314 COPLEY PLACE,GAITHERSBURG,MD,20878,39.1145,-77.2064,"(39.1145, -77.2064)",28348_2015-11-10,11/10/2015 12:00:00 AM,PASS,routine,,,
22750,SUGO MACARONI BAR - PARK POTOMAC,12505 PARK POTOMAC AVE. STE. 110,POTOMAC,MD,20854,39.0603,-77.1568,"(39.0603, -77.1568)",22750_2017-01-19,01/19/2017 12:00:00 AM,PASS,routine,22750_2017-01-19_FoodProtectedfromContamination(C),Standard not met: Food Protected from Contamination (C),true
29224,CHIPOTLE MEXICAN GRILL #2668,10161 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,39.0219,-76.9765,"(39.0219, -76.9765)",29224_2016-05-11,05/11/2016 12:00:00 AM,PASS,routine,,,
29179,NANDO'S PERI PERI,11160 VEIRS MILL RD,SILVER SPRING,MD,20902,39.037,-77.0539,"(39.037, -77.0539)",29179_2015-12-03,12/03/2015 12:00:00 AM,PASS,initial,,,
18973,"MUSIC CAF�, THE",26528-B RIDGE RD.,DAMASCUS,MD,20872,39.291,-77.2058,"(39.291, -77.2058)",18973_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,,,
27857,CHOP'T CREATIVE SALAD CO,238 CROWN PARK AVE,GAITHERSBURG,MD,20878,39.1126,-77.2027,"(39.1126, -77.2027)",27857_2015-10-20,10/20/2015 12:00:00 AM,PASS,routine,,,
171,B'NAI B'RITH HOMECREST HOUSE STORE,14508 HOMECREST RD.,SILVER SPRING,MD,20906,39.094,-77.0631,"(39.094, -77.0631)",171_2015-06-24,06/24/2015 12:00:00 AM,PASS,,,,
950,FORTUNE GARDEN RESTAURANT,9812 FALLS RD.,POTOMAC,MD,20854,39.0172,-77.2106,"(39.0172, -77.2106)",950_2016-06-29,06/29/2016 12:00:00 AM,PASS,routine,950_2016-06-29_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
26613,SAM'S CLUB 6653,610 N. FREDERICK AVE,GAITHERSBURG,MD,20877,39.1515,-77.2126,"(39.1515, -77.2126)",26613_2016-03-22,03/22/2016 12:00:00 AM,PASS,routine,26613_2016-03-22_RodentandInsects,Standard not met: Rodent and Insects,false
29136,MCDONALD'S SILVER SPRING CENTER,8637 16TH ST,SILVER SPRING,MD,20906,38.9985,-77.0383,"(38.9985, -77.0383)",29136_2016-09-15,09/15/2016 12:00:00 AM,PASS,routine,29136_2016-09-15_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
11714,LA BAMBA,8241 GEORGIA AVE.,SILVER SPRING,MD,20910,38.9928,-77.026,"(38.9928, -77.026)",11714_2017-01-19,01/19/2017 12:00:00 AM,PASS,routine,11714_2017-01-19_RodentandInsects,Standard not met: Rodent and Insects,false
27918,730 SLIGO BEER & WINE,730 SLIGO AVE,SILVER SPRING,MD,20910,38.9899,-77.0194,"(38.9899, -77.0194)",27918_2015-10-30,10/30/2015 12:00:00 AM,PASS,routine,27918_2015-10-30_RodentandInsects,Standard not met: Rodent and Insects,false
30007,POCKET BAR AND GRILL,15535 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,39.1108,-76.9923,"(39.1108, -76.9923)",30007_2016-08-23,08/23/2016 12:00:00 AM,PASS,initial,30007_2016-08-23_RodentandInsects,Standard not met: Rodent and Insects,false
379,BURGER KING #5882,3870 INTERNATIONAL DR.,SILVER SPRING,MD,20906,39.1025,-77.0762,"(39.1025, -77.0762)",379_2017-01-11,01/11/2017 12:00:00 AM,PASS,routine,379_2017-01-11_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
21086,EMPIRE CAFE & MARKET,22301  GEORGIA AVE.,BROOKEVILLE,MD,20833,39.2216,-77.0592,"(39.2216, -77.0592)",21086_2017-01-20,01/20/2017 12:00:00 AM,PASS,routine,,,
17800,MICHAEL'S NOODLES,10038 DARNESTOWN RD.,ROCKVILLE,MD,20850,39.0956,-77.2067,"(39.0956, -77.2067)",17800_2016-04-26,04/26/2016 12:00:00 AM,PASS,routine,,,
413,CALIFORNIA PIZZA KITCHEN,7101 DEMOCRACY BLVD.,BETHESDA,MD,20817,39.0233,-77.1486,"(39.0233, -77.1486)",413_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,,,
28777,CLOVERLY AUTO CARE,15501 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,39.1099,-76.9962,"(39.1099, -76.9962)",28777_2017-01-18,01/18/2017 12:00:00 AM,PASS,routine,,,
28311,CHIPOTLE MEXICAN GRILL #2388,7101 DEMOCRACY BLVD,BETHESDA,MD,20814,39.0221,-77.1471,"(39.0221, -77.1471)",28311_2016-03-08,03/08/2016 12:00:00 AM,PASS,complaint,28311_2016-03-08_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
28470,NEW YORK MART,15108 FREDERICK RD,ROCKVILLE,MD,20850,39.103,-77.158,"(39.103, -77.158)",28470_2016-09-16,09/16/2016 12:00:00 AM,PASS,followup,,,
20672,NEW KAM FONG RESTAURANT,2400 W. UNIVERSITY BLVD.,SILVER SPRING,MD,209024510,39.0414,-77.0505,"(39.0414, -77.0505)",20672_2016-11-22,11/22/2016 12:00:00 AM,FAIL,routine,20672_2016-11-22_TransFatBan,Standard not met: Trans Fat Ban,false
17218,CHARLES E. SMITH JEWISH DAY SCHOOL,1901 E. JEFFERSON ST.,ROCKVILLE,MD,20852,39.0544,-77.1271,"(39.0544, -77.1271)",17218_2015-10-14,10/14/2015 12:00:00 AM,PASS,routine,17218_2015-10-14_ColdHoldingTemperature(C),Standard not met: Cold Holding Temperature (C),true
1206,HUGHES NETWORK SYSTEMS,11717 EXPLORATION LN.,GERMANTOWN,MD,20876,39.1793,-77.2446,"(39.1793, -77.2446)",1206_2016-09-16,09/16/2016 12:00:00 AM,PASS,routine,1206_2016-09-16_RodentandInsects,Standard not met: Rodent and Insects,false
18757,CREPES A GO GO,514 MAIN ST.,GAITHERSBURG,MD,20878,39.1212,-77.2348,"(39.1212, -77.2348)",18757_2016-11-22,11/22/2016 12:00:00 AM,PASS,routine,18757_2016-11-22_RodentandInsects,Standard not met: Rodent and Insects,false
27874,ASIA NINE,254 CROWN PARK AVE,GAITHERSBURG,MD,20878,39.1141,-77.2045,"(39.1141, -77.2045)",27874_2015-04-10,04/10/2015 12:00:00 AM,PASS,routine,27874_2015-04-10_No-SmokingSignPosted,Standard not met: No-Smoking Sign Posted,false
379,BURGER KING #5882,3870 INTERNATIONAL DR.,SILVER SPRING,MD,20906,39.1025,-77.0762,"(39.1025, -77.0762)",379_2016-01-06,01/06/2016 12:00:00 AM,PASS,routine,,,
17338,HILLANDALE SWIM & TENNIS POOL SNACK BAR,10116 GREEN FOREST DR.,SILVER SPRING,MD,20903,39.0206,-76.9708,"(39.0206, -76.9708)",17338_2016-06-30,06/30/2016 12:00:00 AM,PASS,routine,,,
22588,SLIGO ADVENTIST SCHOOL,8300 CARROLL AVE.,TAKOMA PARK,MD,20912,38.9928,-76.9939,"(38.9928, -76.9939)",22588_2016-04-26,04/26/2016 12:00:00 AM,PASS,routine,22588_2016-04-26_HotHoldingTemperature(C),Standard not met: Hot Holding Temperature (C),true
